# Interlingua translation file: English -> ja
# Format: hash<TAB>translation
hash	translation
02f7e7f07cd46080	要約された
0545d05378e6c0c0	海外に
cd058e7a43f27080	突然の
a87a2bcc457500c0	突然に
334a2baa36ef2000	腹筋
a948f10b281e2000	膿瘍
fec05775ceac1000	不在
0ac3f93560bfd000	欠席
1b676af97710c080	欠席の
59828890513b6000	欠席者
9d97fa63115de000	常習的欠勤
5dec87f5dcbfe000	アブサン
dee3e389c5b0b080	絶対的な
dee3e389c5b0b000	絶対
3f1b571a687430c0	絶対に
89feb6f3f085d000	絶対的なもの（複数形）
1bec5d2b13650000	赦免
d0ed238d442a1040	吸収する
7f2db36a30e3d000	吸光度
e1063f07268c3040	吸収した
e1063f07268c3080	夢中の
b715ed43a8c55080	吸収性の
b715ed43a8c55000	吸収剤
88d4054f1d16b000	吸収装置
54a5f19ef9a5f000	吸収材
110c306de725b080	夢中にさせる
110c306de725b040	吸収する
5b57b7162bbed040	吸収する
fa7059af02bfa000	吸収
3439f2a7c8861040	控える
a8fcc7dc8239f040	控えた
f93cb0bb65c9f000	棄権
25758858c11d2000	節制
1a9e0aa27de67080	抽象的な
1a9e0aa27de67000	要約
0e39bbbb38078080	上の空の
0e39bbbb38078040	抽出した
90b72f242323d040	要約する
5157d6fcee88e000	抽象
f20ebd0005c19000	抽象
a79f264fa970e000	抄録
574d1a5bf20e9080	ばかげた
b32c9c8295b4d000	不条理
71255f36b88d3000	豊富
727d95a998e23000	豊富さ
751d5663bca54080	豊富な
6d919424cb0e60c0	豊富に
ccb11affcdebe000	虐待
ccb11affcdebe040	虐待する
76ce9c57c6982040	虐待した
76ce9c57c6982080	虐待された
e03eb0a97a619000	虐待者
4ab85bca2e1d8000	虐待者
1d49bbdef26b4000	乱用
1d49bbdef26b4040	乱用する
c339d8fe806b4040	乱用する
2416d307cc9e8080	虐待的な
726367defd3d6080	隣接する
726367defd3d6040	接する
7660ca53aa80d000	エイビー
5bc9f95ca053e080	底知れぬ
4799a7db1bf3a000	深淵
692bbb1c07b08000	アカシア
3adcb56e69ace000	学界
baaa558272f15000	学界
02381690f4ae8080	学術的な
02381690f4ae8000	学者
320f4b53dd33b0c0	学術的に
13a728a8b286e000	学者
58b47ec6ec6fb000	学会
f445bdf622b6b000	アカデミー
73445274f6b70080	アカディアの
73445274f6b70000	アカディア人
4f30e54f2b085000	口座
37724a1bc6b79000	加速
786e5e8c733eb040	加速する
f65fe33dd4dd1080	加速された
f65fe33dd4dd1040	加速した
64fc4ba7f7642040	加速する
350966825998d040	加速する
2c40dfada5d12000	加速
4ca25c5014a97000	アクセル
36a46dd75514b000	アクセル
c54de9b01f847000	加速度計
d4beccfa12922000	アクセント
8e787f0be4a88080	アクセントのある
8e787f0be4a88040	強調した
8e3dbe3174bfb000	アクセント
a59d660746eaf040	強調する
5513c7252e2a8040	強調した
6507c531d1cd3040	受け入れる
46bce12fa4747000	受容性
54e2e21f7db4a080	受け入れられる
bb1916ae7e01d000	受け入れ
908a3698c75fb000	受諾
b54cc5fa943e9080	受け入れられた
b54cc5fa943e9040	受け入れた
cbe29d9ba81f9040	受け入れている
cbe29d9ba81f9080	受容的な
a7b15c0911933000	受容体
8ea89e560f8b9040	受け入れる
723089f5a7f33000	アクセス
723089f5a7f33040	アクセスする
d28bf8ef656e2040	アクセスした
1dee1cc243a44040	アクセスする
1dee1cc243a44000	アクセス
06c22532e6e2e000	アクセシビリティ
e21ac292a44fe080	アクセス可能な
ae62ed3ad33b2040	アクセスしている
a838a65a62ca5000	加入
a4f43fc74717a000	加入
49a80567fa4bc000	アクセサリー
3809ae3f11526000	アクセサリー
7591296123755000	事故
781fd5eb29bcd080	偶然の
28db0666808c20c0	偶然に
79e84e9d2a415000	事故
0c78dccedecc8000	称賛
0c78dccedecc8040	喝采する
9bb6c6559dcc2080	絶賛された
9bb6c6559dcc2040	称賛した
645aed3316f42000	栄誉
ffc1bc998af4d000	賞賛
e545216382e48040	収容する
c59664bd1cf54040	収容した
6840f56852e89040	収容する
407b3e603deeb080	親切な
407b3e603deeb040	収容する
49e97534237e8000	宿泊施設
f23a43c825086000	宿泊施設
3b3440a4f3bce040	同行した
fb202804a67f3040	伴う
3cfda9a99625c000	伴奏
367aab0b44253000	伴奏（複数形）
cb950c83a95b0040	同行する
4d4a343e7acdb040	伴う
4d4a343e7acdb080	付随する
c47ad69cef9c0000	共犯者
6d959a45b892b040	達成する
af22ea9bb199e080	熟達した
af22ea9bb199e040	達成した
8b7c9450ef522040	成し遂げる
2647f2e8bbc64040	達成する
15b156dacbbfa000	業績
537657669895a000	業績
87cab753db57e000	合意
87cab753db57e040	一致する
a881c787bbe23000	一致
03664011f21ac040	与えた
f51b00d32f5a50c0	したがって
c4325d65dcb11000	アコーディオン
ac18ee09a7fed000	協定
ac18ee09a7fed040	一致する
af1efc81290fc000	アカウント
fef36925aff26000	説明責任
b87f34838c7a9080	説明責任のある
e55ce7be122c6000	会計学
358ce0a986243000	会計士
b906357c1d3f5000	会計士
bf68e6e042512040	説明した
6f8bae71c7a27000	会計
138a7b25414c0000	アカウント
daab1c0fb3c7a000	アクラ
3f5edb5cf44f6000	認定
2dfe1cb958232080	認定された
5cbbb0d105d52040	認定する
f8cffcee10099000	付加
33397ffaca6f7000	発生
8e77bf7454944000	発生額
588e94ba73f61040	生じる
19bf4dc42abe9040	生じた
19bf4dc42abe9080	未払いの
7e21ba4f7e625040	生じる
802f0ad276cd9000	口座
234c1bf6aa870040	蓄積する
fd03ed434ee7c040	蓄積した
0661214156300040	蓄積する
911ccdc1fa5e9040	蓄積する
30d38895a9017000	蓄積
eb0256e7e41f6000	蓄積
bf980e738c88f000	蓄電池
c1d904962cd32000	正確さ
3f84db92be971080	正確な
cb62784e21feb0c0	正確に
4e4b26efb716a000	告発
1fc57b474893d000	告発
f1b4c8fe07ff4040	告発する
a21525bcd343e000	被告人
a21525bcd343e040	告発した
d1767c2a84f21000	告発者
f3a28f3d70644040	非難する
df4510b3a9d99040	告発する
df4510b3a9d99080	非難する
721deff46032e080	慣れた
db92637d85141000	エース
db92637d85141080	一流の
e18e3fc5d4b88000	エース
660a561bd25f4000	アセトアミノフェン
9b022358c05b5000	酢酸塩
b13869436f787080	酢酸の
2440d4a6846b0000	アセトン
8b83e2d8eedbb000	アセチル
ab4dbdecd55df000	アセチルコリン
192f4e062576d000	アセチレン
bc354f3c7d0e0000	痛み
bc354f3c7d0e0040	痛む
77aead90852f1000	痛み
77aead90852f1040	痛む
5195e3e9dbcdd080	達成可能な
b57b27da872d4040	達成する
493719a710c09040	達成した
493719a710c09080	達成された
15c5bce831bb7000	達成
7a7284d8f428a000	達成
5c2cabcd754f3000	達成者
a0e8c1e8bd4fe000	成功者
c05bd26290adb040	達成する
9393e1000c7e9040	達成している
6f9aa9bbf6f3f080	痛む
6f9aa9bbf6f3f040	うずく
e2ba6896c832d000	酸
e2ba6896c832d080	酸性の
386c8da883bb8080	酸性の
38f571e171f03000	酸性度
3bc4322b21082000	アシドーシス
cb2b8f16e76c2000	酸
d77e8a63baea7000	アキス
16b94fcd005ed040	認める
b49b1cb54af4d040	認めた
b49b1cb54af4d080	認められた
1dcc31a139661000	承認
f31ccc0dc18f1000	謝辞
008351c7292f9040	認める
95ec1ad8b8047040	認める
44ad98655d885000	頂点
ba75bc12e4c32000	にきび
be65c7e06d191000	どんぐり
e713f1f258222000	ドングリ
0dbccca9dd901080	音響の
637396d691197080	音響の
21d67cf255a13000	音響学
1c02bab23e1e1040	知らせる
fbd1c6cddf2dc000	知人
73452230d07a2000	知人
11bc51411553d080	知り合いの
9580d918eeb70040	取得する
22f3332fbbeb2040	取得した
22f3332fbbeb2080	後天的な
7a95a047fc6b0000	取得者
3f213c7cca4fc040	獲得する
41fe3bef29c11040	取得する
75fd29b244b53000	取得
6e08b11b12796000	買収
eedfc4d96ab5f000	無罪放免
0598a9517898f040	無罪にした
0598a9517898f080	釈放された
e75b08e6c0018000	エーカー
1f025fd50f408000	エーカー数
e3cd639308d75000	エーカー
aba036ac7590c000	アクロバット
37b23fe5979fb080	アクロバットの
dd1ba85aacbec000	頭字語
7bc9b51354003000	頭字語
9d71fbe780453000	アクロポリス
884546d7f85264c0	〜を横切って
884546d7f85260c0	向こう側に
e0239c2fef89a000	アクリルアミド
fd568b3122aab000	アクリル
fd568b3122aab080	アクリルの
960e19751072a000	アクリル樹脂
f5f4c1c9b4628040	行動する
f5f4c1c9b4628000	行為
ab516ae26c7b2040	行動した
e96e8aa9887ea000	アクチン
8bfa9aa86ae0e000	演技
8bfa9aa86ae0e080	代理の
d715778c821a9000	行動
a0f50a1e9bbf2080	訴訟可能な
6d2917365bc4e000	行動
0fb3b9633e375040	活性化する
40923248f3f89040	有効にした
99f7c01f5c488040	活性化する
9aa476a16a949040	活性化する
63a4b1d29b738000	アクティベーション
971d561cbbdaf000	活性剤
41add97f8bf03000	活性化物質
97b431c6508e0080	活発な
674dcd338280a0c0	積極的に
663f61d5fe601000	活動家
433e4545ef24d000	行動主義
8aa02241238ab000	活動家
a8a1509c93b60000	活動家
e3fa84ffa3c5d000	活動
921844e707a97000	活動
06f6d12eaa1c8000	アクトン
6d8088e68e683000	俳優
df1c77991331c000	俳優
4a8898def30ba000	女優
ea5e9e1f7ee67000	女優
a30ca4e899b0c000	行為
a30ca4e899b0c040	行動する
a67f452378c51080	実際の
230f8fdcb68dc000	現実
0e0c6d4b415f00c0	実際に
00a6983485a8d080	保険数理の
4d72901efc87d000	保険数理士
c52450dd0eb63000	保険数理士
0524d1d7b2044040	作動させる
e96f68c9eabc1040	作動させた
0daee537a33ae000	作動
16bb6289d815f000	アクチュエータ
d67fb5881f149000	アクチュエータ
b2f7d79c01ae0000	鋭さ
d8f1409e760b0000	洞察力
68ebaf121b725000	指圧
d9f4b2bbd97af000	鍼治療
7ff2163d2a821080	急性の
205904e865a0b0c0	鋭く
c57d9634c7dc3080	非環式の
6946e5e3e2167000	アシクロビル
82f4e537c0d4a000	アシル基
691d4463952c8000	エイダ
32ad511bdaf57000	格言
16cb43562fc79000	アダージョ
16cb43562fc790c0	ゆっくりと
5e31435ff6d12080	断固とした
9edbc379b4e18000	アダムス
570af80a02d88040	適応する
f22f48aa18448000	適応性
26482e1d68393080	適応できる
20c8b98a32006000	適応
3b6e04a1a2a99000	適応
c5e2f87d4f534080	適応した
c5e2f87d4f534040	改作した
dcf577bc7589c000	アダプター
3e4178a4eba97000	アダプター
320f37346da92040	適応する
4c81dadb36ac1080	適応性の
0221f78427c95000	アダプター
5fecb8d4fcf71000	アダプター
4f0d39671740b040	適応させる
ffb352e13fd28040	加える
2bee98317da6a040	追加した
06a720c4f98d6000	追加
bce0b01fd0bbe000	補遺
26637706436b9000	加算器
cad9cbe4c3220000	中毒者
cad9cbe4c3220040	中毒にする
45a56feee1bb8080	中毒の
7cd90812589ba080	中毒性のある
7cd90812589ba040	夢中にさせる
dfa9a7413c4de000	中毒
80876ebc1da2e000	中毒
b428a8582380a080	中毒性の
0ac028b61e35c000	中毒者
0ac028b61e35c040	夢中にさせる
2323df6d6fef6000	アディ
995d68c7d5a6f040	追加している
995d68c7d5a6f000	追加
7ded8061f1b89000	追加
c17da9ba74213080	追加の
6bb6e92db32d70c0	さらに
273b24104900d000	追加
543d3ab02bdec000	添加物
543d3ab02bdec080	加法の
7f11459b0a92c000	添加物
fc666635f5471000	住所
fc666635f5471040	演説する
8367ed1cbef0b080	アドレス指定可能な
f15d599fb1805040	宛てた
2cd9e13bcbc5a000	受取人
c2546a4cb03de000	住所
c2546a4cb03de040	演説する
048ec15dfb105040	対処している
ad9530c845c52040	追加する
547db67a07679000	アデル
9d82e0a506e51000	アデニン
8c4383865159e000	腺癌
90887857e1e0e000	腺腫
ec9f18705df16000	アデノシン
7b756c687eccd000	アデノウイルス
4969eeda6fb2f080	熟達した
4969eeda6fb2f000	達人
31a78b0d94e61000	妥当性
d0aba09c766cc080	十分な
f409da41589f30c0	十分に
9dae799b676f3040	付着する
3aebe288d9987040	付着した
119c41455a298000	固守
b94c4d4177d66000	支持者
b94c4d4177d66080	付着した
e1ba5b1465e71000	支持者
bc12725a53958040	付着する
f77e24ed7606f040	付着する
f1062c226c1f3000	付着
55e09a28ac89a000	接着剤
55e09a28ac89a080	粘着性の
8aeda30bcb169000	接着剤
c4b9d1e0ae784080	断熱の
097344157926c000	アディダス
87a2b849c728f340	さようなら
87a2b849c728f000	別れ
b5dc9b4a5682c340	さようなら
73e608221c005080	脂肪の
73e608221c005000	脂肪組織
e68fbc1d45f62000	アディロンダック
bd1141416a9ce000	アディロンダック
87f5e6ac21192000	形容詞
22676d080ffb0000	隣接
984bad50f1fef080	隣接した
b3bf90c854c47000	形容詞
b3bf90c854c47080	形容詞の
4065bffb3a785000	形容詞
8c34281d3f04a080	隣接した
8c34281d3f04a040	隣接する
31461680ea4c3000	随伴行列
31461680ea4c3080	随伴の
0d787a5598f36040	延期する
8c56b0aec6af2040	延期した
b0dc76d941ccc000	延期
7f041d93ccefe040	判決した
5f5af45500982040	裁定した
a742465b8b29d000	裁決
849a863d10790000	審判員
fe606b28cba18000	付属物
fe606b28cba18080	補助の
4fd20f1eb97cf040	調整する
46d7364792e00080	調整可能な
e55a2d6a1cd8b080	調整された
e55a2d6a1cd8b040	調整した
ac79cae88cfef000	調節器
7f3572fd65095000	調整者
4ce41540b4428040	調整する
4ce41540b4428000	調整
1080f0d2864ba000	調整
e7d9de1463037000	調整
a4bb14fbf9fe8040	調整する
821605e86a573000	副官
a1870569f2f24000	アジュバント
a1870569f2f24080	補助的な
fdd5aa01f206d000	提督
19b19e5427af3000	管理者
f6272c85d8f20040	管理する
1dddfc3a4362d040	管理した
33fe098febb57040	管理する
9cee523b9503c040	管理する
4fe2555fa9e77000	管理
cf167aa3d6f90000	政権
5cff184d03316080	管理の
cd2a9aadcda1f0c0	管理上
d4ad1e3088528000	管理者
5a657cb13e783000	管理者
2be896af5b971000	管理者
0e303924777ed080	称賛に値する
c652680d570710c0	見事に
ccc9359771f96000	提督
87d6d8caaa103000	提督
1af9647ebe6ee000	海軍本部
dedd29e3cfb05000	賞賛
a51b4b8f48a31040	賞賛する
185b818da4382040	賞賛した
46edcbc091b0d000	賞賛者
8d173e0c7c551000	崇拝者
67f5ec4786cf7080	感嘆する
67f5ec4786cf7040	賞賛する
753f2d5cc2649000	許容性
d2679326ef1ee080	許容できる
17f30d876b5cf000	入場
0b7e7688f8fc1000	入場
aad044a8f158a040	認める
1d725f77cd212040	認める
da7f4c6b674f2000	入場許可
33668fb489ea5040	認めた
6b9d03d86417c0c0	確かに
c1ff4737ce52c040	認める
ed91b7e8b4e28000	混合
a78bf8ba9d630000	混合物
310f243f60d46040	忠告した
ca356e6aaf73b000	訓戒
41aecef01918a000	騒ぎ
e07c3ad0510ab000	アドビ
84905b9290530000	思春期
220d6a786a94a000	青年
220d6a786a94a080	思春期の
5ea2d88056051000	青年
a56db7ed61f0e000	アドニス
880865b207f6a040	採用する
3074379ee66ff040	採用した
4cc263175c1bb000	養子
18d044e9564f6000	採用者
e5252cec5e375000	採用者
9a89eabaec9d1040	採用する
3a5dbe3b9158b000	採用
8b105f6ecb087000	養子縁組
1efe396d00131080	養子の
ff3d55dc0be74040	採用する
7d65f6b764182080	愛らしい
9abfd76aa22f8000	崇拝
2c4d83d104f24040	崇拝する
f6850e0fbe227040	崇拝した
1c2b39cb24724040	飾る
90c620feac277040	飾った
90c620feac277080	装飾された
445dbf5e347a7080	副腎の
445dbf5e347a7000	副腎
d4166063ea637000	アドレナリン
743fec7da49a0000	アドレナリン
5c3931f74a295080	アドレナリン作動性の
991d425e5a5c1080	アドリア海の
c0c9dab29abdc0c0	漂って
c0c9dab29abdc080	漂流して
c316df1e709d5000	広告
c6b74008c3334040	吸着した
e47ecbe02e0bf000	吸着
3e1e0e8cd2b0d000	大人
3e1e0e8cd2b0d080	成人の
396e9ff3f0096000	姦通
c8547db0fd05a000	成人期
7a7d36749d2d8000	大人
c35317184a749000	副詞
359b5dcc482a5000	前進
359b5dcc482a5040	進む
359b5dcc482a5080	事前の
ad39cb040e71e080	高度な
b3712bec00036000	前進
b4cab5b826041000	進歩
2bd12e961479e000	進歩
2bd12e961479e040	進める
c485399659a19040	前進する
66ed94dd77baf000	利点
2f485848c1dde080	有利な
bed53408971ef000	利点
33fdb8513e954000	移流
147e6daa77f61000	出現
03262af3667ce000	アドベンチスト
764bc6826aa41000	冒険
499fbbb669479000	冒険家
c113f34c9c8c7000	冒険家
f1d2197551f9c000	冒険
68f962afec05d080	冒険好きな
a586dc20f30e8000	副詞
d004b25751c96000	副詞
2f8b7c8fd8b39080	敵対的な
8d7f1edc972a3000	敵
9b57d36a9bfa8000	敵
9b2cc0d673d87080	不利な
656050c331aa60c0	不利に
d6d28a38bbc7b000	逆境
be950f35a28f9000	広告
7b1de3075272b040	広告する
1ec58a47ddd4a040	広告した
59ebe0aebc547000	広告
7100ae16a7929000	広告
94bd0d3c4ce76000	広告主
53e62aaebe0f9000	広告主
3ac53981ec18a040	広告する
4a27243c20c23000	広告
6740615b99680000	広告
5a2e5e58f119c000	アドバイス
de48aa5fca58c000	助言
ad88da308136a080	望ましい
656115316b338040	助言する
3545f27037c03040	助言した
3545f27037c03080	通知された
fb3951d191abf000	熟慮
bc7551cd23e40000	アドバイザー
2ac7b8bc1491a000	アドバイザー
908abc416e122040	助言する
bc4e2e070e61e040	助言する
bc4e2e070e61e000	アドバイス
b144c82fe771f000	アドバイザー
b6c2037b61b46000	勧告
157fc3fe0c379000	アドバイザー
a9bbcb22f9d9b000	勧告
a9bbcb22f9d9b080	顧問の
ab393f5a98928000	擁護
3089bafa4bc9b000	擁護者
3089bafa4bc9b040	主張する
887237ec73d96040	提唱した
cfb13d2d8bdba000	支持者
cfb13d2d8bdba040	支持する
d1208896e3471040	提唱する
c71e2ea300413000	アドウェア
70330105eb87a000	エーゲ海
70330105eb87a080	エーゲ海の
d75322594fe8a000	庇護
a088fec45c9d4000	永劫
075b1f45e7402000	通気
c135d92bd2adf080	空中の
c135d92bd2adf000	アンテナ
17278e2852020000	空中撮影
bf80c2630cd3c080	航空の
bf80c2630cd3c000	エアロ
a54cae2514be9080	有酸素の
827f74b5bf024000	エアロビクス
4a1fa5b630614000	飛行場
6a63ff9f45038080	空力の
fd8d67ac0bc1d000	空気力学
3f10146390695080	航空学の
45945b48d2a5a000	航空学
44c81c5929ac3000	飛行機
689c1ae7deb6b000	飛行機
d9f1be09384d8000	エアロゾル
0732a4392342b000	エアロゾル
cf82a9ab3bdfa000	航空宇宙
cf82a9ab3bdfa080	航空宇宙の
788c758491e5d080	美的な
788c758491e5d000	美学
dd8c4a48d20740c0	美的に
63026a136709f000	美学
57fa2aec3dbe3000	延長戦後
948bc093ea6130c0	遠くに
8ac7012d95f35000	事件
298e2096582b6000	情事
53fa19fde3b51000	事柄
25d1cda2eba07040	影響を与える
27a12454cd6c1080	影響を受けた
27a12454cd6c1040	影響を与えた
d99bacaa60e6c040	影響を与えている
d99bacaa60e6c080	感動的な
422e42ecb64ac000	愛情
ed2aefdbf3398080	愛情深い
2e87252973ff80c0	愛情を込めて
7557b21575104000	愛情
9783dda25bc3c080	感情の
fe0ad04b213e0040	影響する
6dc4732a6b83f080	求心性の
6dc4732a6b83f000	求心性神経
efc3f916d8845000	ポスター
f6730a91e1e75000	宣誓供述書
d2ec528d2b43c000	宣誓供述書
f0a400d6345ce000	アフィリエイト
7bb51b07b9c0b080	提携した
462e9139adf17000	関連会社
734228582af6e000	提携
37e8d56b9e3e9000	所属
92aad9a15ae0b080	アフィンの
9c224763f1055000	親和性
d4386b12499cb000	親和性
59b664dc4e9d4040	断言する
0bd3b74ea540e000	肯定
fb5dd0189d1c2000	肯定
6bec709bbfa18080	肯定的な
6bec709bbfa18000	肯定
af5854b95e6760c0	肯定的に
35acfca52d788040	肯定した
46f8ccc659f15040	肯定する
46f8ccc659f15080	確認する
b4b704a3be4a3040	断言する
454ba76239ab0040	貼り付ける
454ba76239ab0000	接辞
683f0e0d88471040	添付した
9e520050282e7080	苦しんでいる
9e520050282e7040	悩ませた
28af33843f043000	苦痛
ba886aa04186c000	苦悩（複数形）
d80fedb8e3e5d000	富裕
019f25846d4bc080	裕福な
019f25846d4bc000	支流
572bb8e490978040	余裕がある
7c11e3ece9ba2000	手頃さ
51f81f59e1b94080	手頃な
e79a1f192b1510c0	手頃な価格で
7e1beb571583b040	余裕があった
635371c74d8c7040	与える
cbb538d96ed36040	余裕がある
cf1069dec5058000	侮辱
cf1069dec5058040	侮辱する
a54986f6dd545080	アフガニスタンの
a54986f6dd545000	アフガニスタン人
d87dc7b3588e6000	アフガニー
d87dc7b3588e6080	アフガニスタンの
6cc7fcdb6ab87000	アフガン人
62c4746a404b8000	愛好家
fcb6bf8a70f28000	愛好家
d0c0422c4b8480c0	野外に
4604dbfc3b85b080	浮かんで
4604dbfc3b85b0c0	海上に
e3d3a3d18bc6b0c0	徒歩で
e3d3a3d18bc6b080	進行中で
db76302c2dd5c080	前述の
deca65960d86c080	前述の
93d70ca829007000	アフリカ
f29858ccdb521080	怖がって
c8a888a12d6f1080	アフリカの
c8a888a12d6f1000	アフリカ人
45bc927215ff1000	アフリカーナ
5b0b03e5dd9c1000	アフリカ人
02eb4b27c8543000	アフリカーンス語
8799e92b2e1cb000	アフロ
787883e407f090c0	船尾に
787883e407f09080	後部の
8c49910fe30214c0	〜の後に
8c49910fe3021200	〜した後
3a2ebffb00232000	アフターケア
51545d7df4ac0000	残照
b6d04f00add42000	来世
325f0f10deae6000	アフターマーケット
474c8ca529bc6000	余波
2903824bcc57f000	午後
99fbe19068be0000	午後
ead34a451826d080	放課後の
d72b3d510717a000	アフターシェーブローション
a04f50cb61523000	アフターシェーブローション
862c79d9bbf1f000	余震
3933660c4a169000	後知恵
a950cb5d7e8660c0	その後
6cbae9d79d205000	アガ
76c7ae571b93c0c0	再び
52359cb0b6a524c0	〜に対して
3b1271392b495080	口を開けた
3b1271392b495000	アガペー
f9b369b33a9da000	寒天
54aa6e53477d2000	アガシ
3bdc45120651d000	メノウ
1fac3727d0466000	リュウゼツラン
079e54a37764f000	年齢
2d29b99b8573d080	〜歳の
c3a7bc15181ec000	老化
c3a7bc15181ec080	老化する
17b694bd47a6b080	永遠の
2d4ba36d34481000	代理店
4b21c77891acb000	代理店
4426a10de05cf000	議題
46c31d070e584000	議題
a0443d1d4ab37000	エージェント
6c3715da4acd9000	エージェント
b5d04a59da743000	年齢
02f8025caa25b000	アギー
6033ca5190dde000	凝集
ca3df0acede14040	悪化させる
a93f04f1c4de9080	悪化した
a93f04f1c4de9040	悪化させた
69f2afa29a04f080	いらだたせる
69f2afa29a04f040	悪化させる
126dc44d1d95b000	悪化
df34966ac62b3000	集合体
df34966ac62b3080	集合の
df34966ac62b3040	集める
5ba191ad64b9e040	集計した
706bcd4602e25000	集計
706bcd4602e25040	集める
7e384ca72cbb7040	集計する
d5ed57629bf7a000	集合
f0a6fb020349c000	攻撃
7692167410834080	攻撃的な
ffe28c8c277140c0	積極的に
292497c2347b1000	攻撃性
582c710c68f99000	侵略者
6f6bc39432281080	不当な扱いを受けた
15576e8f46eb3080	敏捷な
266cf452cfb10000	敏捷性
b119b7c25219a000	老化
b119b7c25219a080	老化する
5dcc33cb2159b000	打歩（複数形）
1fdd56c01608c080	動揺した
1fdd56c01608c040	かき乱した
adfe0efccc204000	動揺
e66adf915a23a000	扇動者
4d7eb57d0c49a000	不可知論者
4d7eb57d0c49a080	不可知論の
578b44e9b1dc9000	不可知論
5e64a547207ba0c0	〜前に
4bcdfc87f4c16000	作動薬
0e1ee75615df9000	アゴニスト
2df7e681053a3080	苦しい
2df7e681053a3040	苦悩させる
532cf37904144000	苦悶
b015522bdb373000	アゴラ
d9c64e88266f4000	アーグラ
96142014404b1080	農業の
69cd019f95634040	同意する
40ecfee2e4c0c080	快い
2838f1e6d8b84040	同意した
2838f1e6d8b84080	合意した
a164bf29b9389040	同意する
e50bd5f6aa88e000	合意
99eac8e3056fc000	合意
b833573a32c5b040	同意する
c60d862fcfca5000	農業関連産業
17489125ef864000	農業
a79f48ef848d5080	農業の
2087f5bfbe5f0000	農業
8888afcfab999080	農学の
4a320382e24aa000	農学
451bc9a2f9a70340	あー
27c93c7bbc0330c0	前に
57ff4b549786f340	えへん
b8461e274bbb8340	おーい
c985aed1f5304000	援助
c985aed1f5304040	援助する
527a5b868b295000	アイーダ
46648ebd00996000	補佐官
00fe297404171040	援助した
5409575255514000	補佐官
40ce24317336d040	援助する
40ce24317336d000	支援
0af54964fb0a2000	エイズ
41206d11c625c000	合気道
4603035e930a5040	苦しめる
d3f2fcf3960e3080	病気の
