# Interlingua translation file: English -> es
# Format: hash<TAB>translation
hash	translation
62e1698df8e0e040	se disculpa
fa30f728b1dd0040	disculpándose
bcc3c905c2a17080	apalache
1c9fac742247a080	espantoso
ab6fd959ca0a70c0	aparentemente
cda16ecdd3756040	apelar
c085dbcabe096040	apeló
e18966188b42c040	apela
8cd63620eea39040	aparecer
d57b076bb3eb9040	apareció
1a44412ccd507040	apareciendo
683fe954ede96040	aparece
35ba8741462fb040	apaciguar
13ae84e0ab902040	anexar
2e7660fcd9c43040	adjuntó
b3e482daaac04040	anexando
32f315f021227040	aplaudir
b308a7f1f700b040	aplaudió
94825aa515d1f040	aplaude
e554022cee9a9040	aplicó
7efd4d5687160040	aplica
239e71997b641040	aplicar
92b54b6a487cd040	aplicando
3d768a144fc36040	nombrar
c4afd0ca3a15a040	nombró
b35028a63ac77040	nombrando
2cd0843b3a326040	nombra
2a242f87992c3040	repartió
29fd9136bea41040	evaluar
095d4c7723a2a040	tasó
09c1e21ee826b040	evaluando
9d84410af4d34080	apreciable
01c069bf84aa40c0	apreciablemente
9a021c7edfdd5040	apreciar
0df46e710ea51040	aprecia
2fe0d1827e7b6040	apreciando
18f9922768625040	aprehender
f053d1a8631fe040	aprehendió
320932ea1d2a1040	acercarse
028bd902b0df7080	accesible
423d316dd2ec0040	se acercó
6af9a62504670040	se acerca
4a38bc82d7407040	acercándose
c7eaf8a77401f040	apropió
2360d052453af0c0	apropiadamente
0bb7d2266b719040	apropiándose de
42fdfc270f202040	aprobar
13ea7dc95e139040	aprueba
455fd696e4cff040	aprobando
455fd696e4cff080	aprobatorio
66318b3d61b7f0c0	aproximadamente
b1ffc79bc14fd040	aproximó
af15c9dd8a6d90c0	aproximadamente
1f9c9759d7e90040	aproxima
ed054389b824d040	aproximando
cc889d5ba6d254c0	a propósito de
cc889d5ba6d250c0	a propósito
0dc7cac37bd4d0c0	acertadamente
bc1ac841f5523080	aguamarina
0b1e766e3d791080	cultivable
32b8471816c1f080	arbitral
e9a0f7f8c09730c0	arbitrariamente
f911b04c4adc7040	arqueando
152de27ac90870c0	arquitectónicamente
e82ef4134354f040	archivar
e5d168ffe50c6040	forma un arco
36c4d360f7ecb080	ardiente
874c0f7eea854040	son
9b15ec935d9c5080	areal
73f4e5008668d080	plateado
597c04354f8cf0c0	posiblemente
84c1ca945149e040	discutir
773c40a755cbf040	argumentó
0923c6afa156f040	argumenta
92056a15398ee040	discutiendo
e01a768a6be37040	surgir
1e31ed43d4088040	surgido
e1e42ac7dcf6d040	surge
29503612e086e040	surgiendo
8cc590085b41f040	armando
566f3e02dfe62040	surgió
b08ff73f11bc54c0	alrededor de
b08ff73f11bc50c0	alrededor
b341004c969e8040	despertar
fdbac4019803c040	despertó
be737aab8ded8040	despertando
88c6dd49bd819040	organizar
f7418e758f73f040	organiza
67e034b7acc96040	arreglando
d10c2b2c5afbc040	dispuso
5b6aac263f251040	arrestar
5880f8157ffca080	llamativo
5880f8157ffca040	arrestando
71139d428eba3040	arresta
ceb324e8d0daa040	llegar
7ba9676f45c29040	llegó
3aa6953f8bdc7040	llega
3daffc0dd2671040	llegando
cb7c9a0cc11b0080	arrogante
039653d2d6ad5080	arterial
be7b0671c3d78080	astuto
0219d6a096c260c0	ingeniosamente
da41adfb2bd58080	articular
f8a244cd8fa1b040	articular
e45fe63bf16c9040	articuló
faa027f5ad09d040	articulando
d118af7168f640c0	artificialmente
885ad28dc3f840c0	artísticamente
a537e1a80405e080	pretencioso
1e0844fa8dccd4c0	como
1e0844fa8dccd200	como
61fae6eae9d9f0c0	lo antes posible
035070ce7ece0040	ascender
9c99789ae1ca7080	ascendente
9fe204a1d42cc040	ascendió
ac2ef2221d9c7040	averiguar
4a228eb915a38040	averiguó
d5bf79b52ff8a040	averiguando
3935e8c7973ae040	atribuir
75bab3c585688040	atribuyó
dc31cebdd5c160c0	en tierra
96cdaf43d8ad80c0	a un lado
b2d111b22206a040	preguntar
d98f41a48c907040	preguntó
01cda5eba32c3080	torcido
01cda5eba32c30c0	de lado
40a7264835a64040	preguntando
49fb474eeb298040	pregunta
ec5ba455d893c040	aspirar
0ce79d32ea19d040	aspira
09342cb0e14de080	aspirante
7deb660e54b86040	asesinar
6a9546ee59cf4040	asesinó
b3d72cae2b6a1040	agredir
7746e49e10a24040	asaltó
4167d66af2921040	asaltando
53806816646f9040	asalta
ec260ebc9a765040	analizar
b4cf06eb783ab040	ensayó
4276dcabf0c67040	analiza
76ed5277b807a040	ensamblar
20495bd96dd05040	ensambla
2673d7517fd20040	ensamblando
456082f0feb2d040	asentir
95e724d83635f040	afirmar
e448dbdf6ec40040	afirmó
45f312182ee88040	afirmando
e2097d5de083a040	afirma
413edbca7bdfa040	evaluar
efcb50fc45bb9080	evaluable
4f7eb25941869040	evalúa
23da4a6b82cae040	evaluando
4d3dded65b5dc040	asignar
8f1d43feb06fe080	asignable
30bcd85db46d5040	asignó
702260d2d61b8040	asignando
92eab68a1002d040	asigna
0bb8ccddeefb2040	asimilar
7d8bad50c3df4040	asimiló
26a63831ea8f1040	asistir
61bc92c87e18f040	asistiendo
14904322e31e7040	ayuda
7d8297555b403040	asociar
4845bb65ed072040	asocia
d309d1ca6fd07040	asociando
55624b5b71d2c040	asumir
bc313b523f895040	asume
8d971659fac61040	asumiendo
0a7cfca999e64040	asegurar
632fcc88ddd470c0	ciertamente
2e017c0153393040	asegura
2dc48845b6a91040	asegurando
e3923cae558a5080	asombroso
1f7a61ab3dd530c0	asombrosamente
9e6ca9e0e83ea040	asombró
c8e998b3343c5080	asombroso
26c5bf59acbf7080	astral
1c049f274456f0c0	por mal camino
fdfc17ed550150c0	en pedazos
e50f057630ac10c0	asintóticamente
142e28be7ac184c0	en
798676ff5c7f7040	comió
a133c4a154d084c0	encima de
109f11fdeaeeb080	auricular
06ad061acb84b080	atroz
df67d95351360040	atrofiarse
5f5bf821dcd7d040	adjuntar
37163877c04d8040	adjuntó
c3b966a3757a3040	adjunta
0e2a5e05b9a72040	adjuntando
6e6e03804b6cc040	atacar
c698dc62899ca040	atacando
5682c050c9d59040	ataca
709abf1b49922040	alcanzar
4882ad210621d080	alcanzable
a1f497c16c15d040	alcanzando
854a1b02281c4040	alcanza
676781c38d684040	intentar
7f52aea563cd7040	intentando
1cb010d3dfafb040	intenta
868b7d097e623040	asistir
7ba3120a55190080	concomitante
6dc300c3098d3040	asistiendo
a6e2e34ffba37040	asiste
0efc7e25b54e90c0	atentamente
c7b172f136f55040	atenuó
0331d76ecb804040	atestiguar
38c75f1899d71040	atestiguó
f40a56c98dfcf040	atraer
8a175d9156b9a040	atrayendo
fa6c251d57f7c0c0	atractivamente
1e24e26ffe6f2040	atrae
982a0ce7adc79040	atribuir
6ce5a709ef888040	atribuyendo
fac99a6761bc8040	subastar
aacf07d6bdf95040	subastó
9ae83d0e50c76040	subastando
698b7d12eb46f080	audaz
813e1533c8e1a080	audible
8a9413aa3ff05080	audiovisual
67752ab7a0e87040	auditar
04bfdbb857645040	auditó
5f8fe884fafcc040	hacer audición
3582585901cef040	aumentar
54d51141619b0040	aumentó
dfc5e876cdb34040	aumentando
14329afcf2c2b080	auditivo
2c234660459a9080	austral
25bfcd0989923040	autenticar
b56f88a7bb73f040	autenticó
cce6ec67164f1040	autenticando
4144e0d5064f6040	creando
f0379ebcd7e2a040	autorizar
27f6e4bde376d040	autorizando
3cb9c8f752c17040	autorizar
4d05c2dfa50a5040	autorizó
a2c5e44c1c120040	autoriza
64bb728a3cbc4040	autorizando
5ab7c1aaacd2b040	autografiar
5705e0c532780040	autografía
b7bb41fcdcfd6080	autoinmune
2528082a3cde9040	automatizar
94765483c09db040	automatiza
3f296d7da39590c0	automáticamente
a1b0908f95bfd040	automatizando
a65705bad6133040	aprovechar
6f07d069f7a7c340	basta
dc3de4b9b4978040	vengar
20843cb5c100e040	vengó
4b8122340d615040	afirmar
6b031db9447c5040	promedió
2bfab54a6587b040	promedia
1eafbe98f40de040	promediando
f74b2ad1ebbd0080	reacio
27b8b21390a7d040	evitar
40cff01251509040	evitó
e8121f3554a12040	evitar
4a0d9c7117b09080	evitable
8e1df584f2638040	evitando
db948cdefce3b040	evita
a466669d4ac6b040	esperar
0b32dcc453b00040	esperó
b9ea24a484353040	esperando
5784ba1226928040	aguarda
0b76b22ae00da040	despertar
e28864206be60040	despertar
4b2de0573575d040	despertó
984141a9a5786040	despertando
4c9e515e317c5040	despierta
9a4a0a355abcd040	otorgar
31abec4f78647040	otorgó
4c877b2101ecd040	otorgando
11b05d577d3a7080	inundado
1e6696a76a1a10c0	lejos
52e4daf1b2bb9040	asombró
1b9d54c3f3ed40c0	terriblemente
ed9172c8d1f850c0	un rato
85d8694a1b694080	torpe
4bc5d5e6423290c0	torpemente
41337ffdf5ce1040	despertó
65fb4dd9e6d2d080	ausente sin permiso
153bbd47385b80c0	torcido
153bbd47385b8080	mal
36be194ca5707040	eliminar
7aba48aa5cba7080	axial
a901ab4ad892a080	axilar
fdd9fe7bdb509340	sí
fdd9fe7bdb5090c0	siempre
13fecbcb45f28080	azteca
513e7fed60063080	azur
8913c77cbd0c9040	balar
dc5b984430b49040	balbucear
3f6d0ab9d6295040	balbuceando
909615e5554bb0c0	atrás
909615e5554bb040	respaldar
65d4cd646d596040	rellenar
77ea9f94ba936040	salir el tiro por la culata
db30af4b7ddaf040	respaldando
a5bc7c0aa73c9040	respalda
6ed715af525fc040	retroceder
d858a7d3dae490c0	entre bastidores
644b28f5741d5040	retroceder
cfd9d3df98b94040	retrocediendo
fd7c551e184f90c0	hacia atrás
5fb04355d83cf0c0	hacia atrás
a44096abac7f1040	ordenó
052af1aae83d9040	acosar
cbfe4dc245d34040	acosa
48f5db5ca4e390c0	mal
58e3fb474d797040	desconcertar
7bc08c0ed4c0f040	desconcertó
4db58038520dd040	desconcierta
cef726c5344f7080	desconcertante
f1aa933fcfdf6040	embolsó
36613ff3363c4040	embolsando
7f2b89a4c2726340	bah
00cd73fc8792e040	liberar bajo fianza
d6b6c58152a86040	cebar
d794400cab93c040	cebando
c8d8fb237346d040	ceba
01ae6a894ce00040	hornear
38c679ceefec1040	horneando
25a05a253e3ec040	equilibrar
6388323e47195040	equilibra
b8c34a78e109f040	equilibrando
0baf5874d5182040	quedándose calvo
0e24cfb4eed27040	inflándose
ada766c1edb0d080	aproximado
f43fdf14c3929080	maldito
29bc38c8e2bdd040	prohibir
34b0cdb188c92080	banal
99777ca53d200040	vendar
81373b8c4a9cc080	con franjas
9b385c9b88308040	intercambiar
5e5d987149a30040	golpear
4ba2e7be6e4e1040	golpeó
571a81014d547040	golpeando
571a81014d547080	estupendo
f5420aaa3d421080	bangladesí
990356ee1543d040	golpea
aff31dd6e5527040	desterrar
6043b0df11df5040	desterró
8308ad650f8cb040	depositó
6711fc5174f52040	financiar
81241788fae7a080	insolvente
81241788fae7a040	llevar a la quiebra
f75a5b6af9191040	prohibiendo
00fccedbbd414040	prohíbe
70ac5d1bcdfb3080	pequeño
aef58ca8e406e340	¡banzai!
f377993946b88040	bautizó
8dc2c52800ad3080	bautismal
85c76a7ace41b040	bautizó
bdfd129f2dea5080	bárbaro
92f5141b94643040	asar a la parrilla
1a4af32520426040	asó a la parrilla
f34cc82c78967040	asa a la parrilla
53a94bbdff8e0080	con púas
d3b6b92d47f52040	asar a la barbacoa
1895cbb304d300c0	a pelo
1895cbb304d30080	sin montura
95bd800f4ece20c0	apenas
5936f95c149f8040	vomitar
0dd0beaafbfc0040	regatear
acec64cb5696f040	negoció
552d40186e9b6040	irrumpe
8b55c2b21f01f040	descubriendo
6fb008e0b26d0040	ladrar
59b2001c37731040	ladró
f589c1490d5f3040	ladrando
eb9d648b7f9d1040	ladra
6b07d58e33500040	abuchear
445225175c3d9080	con barrotes
2414ee1208ea5080	árido
9743f4eb8f4ef040	bloquear
193829f93df02040	bloquea
ff171a1161e064c0	salvo
c83829eacb8da040	trocar
73a06fb860190080	basal
83629ab85e092040	basar
bd49f8cfb88be040	golpear
4440f92697fa8040	golpeando
222230dea77a30c0	básicamente
5c0b2377bb731040	basando
b145b7d2f8928040	disfrutar
143fb029f1399040	disfrutando del sol
e6f5e9d2040c0040	contener
07506edcc37f1040	bañar
4918428d820b5040	bañó
abf07e605e618040	bateó
29405572ecc7a040	atrancar
bb429d77b7c69040	golpear
e5ba703a10435080	golpeado
94b59eb9de4ae040	golpeando
0968c726ff5f5040	golpea
ba1ec92c6f596040	batallar
afa0b8d558bf2040	luchó
c80900c9d969b040	luchando
606990194ddd9040	ser
43b745ad7800d080	frente al mar
b6ad47246640a040	sonrió
ab2a1ad422c1f080	radiante
ab2a1ad422c1f040	irradiando
4e27dc904ee35040	soportar
2ddf93187afd3080	con barba
ebd257a585dd7080	bajista
4d53a8f174f4b040	soporta
73cd8c77b2d61040	golpear
a0c951db24fa7040	golpeando
