# Interlingua translation file: English -> id
# Format: hash<TAB>translation
hash	translation
a21525bcd343e000	terdakwa
d1767c2a84f21000	penuduh
f3a28f3d70644040	menuduh
df4510b3a9d99040	menuduh
721deff46032e080	terbiasa
db92637d85141000	as
e18e3fc5d4b88000	kartu as
660a561bd25f4000	asetaminofen
9b022358c05b5000	asetat
b13869436f787080	asetat
2440d4a6846b0000	aseton
8b83e2d8eedbb000	asetil
ab4dbdecd55df000	asetilkolin
192f4e062576d000	asetilena
bc354f3c7d0e0000	sakit
bc354f3c7d0e0040	sakit
77aead90852f1000	sakit
5195e3e9dbcdd080	dapat dicapai
b57b27da872d4040	mencapai
493719a710c09040	dicapai
493719a710c09080	tercapai
15c5bce831bb7000	pencapaian
7a7284d8f428a000	prestasi
5c2cabcd754f3000	orang sukses
a0e8c1e8bd4fe000	orang berprestasi
c05bd26290adb040	mencapai
9393e1000c7e9040	mencapai
6f9aa9bbf6f3f080	sakit
6f9aa9bbf6f3f040	terasa sakit
e2ba6896c832d000	asam
386c8da883bb8080	asam
38f571e171f03000	keasaman
3bc4322b21082000	asidosis
cb2b8f16e76c2000	asam
d77e8a63baea7000	Acis
16b94fcd005ed040	mengakui
b49b1cb54af4d040	diakui
b49b1cb54af4d080	diakui
1dcc31a139661000	pengakuan
f31ccc0dc18f1000	ucapan terima kasih
008351c7292f9040	mengakui
95ec1ad8b8047040	mengakui
44ad98655d885000	puncak
ba75bc12e4c32000	jerawat
be65c7e06d191000	biji ek
e713f1f258222000	biji ek
0dbccca9dd901080	akustik
637396d691197080	akustik
21d67cf255a13000	akustik
1c02bab23e1e1040	memperkenalkan
fbd1c6cddf2dc000	kenalan
73452230d07a2000	kenalan
11bc51411553d080	kenal
9580d918eeb70040	memperoleh
22f3332fbbeb2040	diperoleh
7a95a047fc6b0000	pengakuisisi
3f213c7cca4fc040	memperoleh
41fe3bef29c11040	memperoleh
75fd29b244b53000	akuisisi
6e08b11b12796000	akuisisi
eedfc4d96ab5f000	pembebasan
0598a9517898f040	dibebaskan
0598a9517898f080	dibebaskan
e75b08e6c0018000	hektar
1f025fd50f408000	luas lahan
e3cd639308d75000	acre
aba036ac7590c000	akrobat
37b23fe5979fb080	akrobatik
dd1ba85aacbec000	akronim
7bc9b51354003000	akronim
9d71fbe780453000	akropolis
884546d7f85264c0	melintasi
e0239c2fef89a000	akrilamida
fd568b3122aab000	akrilik
fd568b3122aab080	akrilik
960e19751072a000	akrilik
f5f4c1c9b4628000	tindakan
f5f4c1c9b4628040	bertindak
ab516ae26c7b2040	bertindak
e96e8aa9887ea000	aktin
8bfa9aa86ae0e040	berakting
8bfa9aa86ae0e000	akting
d715778c821a9000	tindakan
a0f50a1e9bbf2080	dapat ditindaklanjuti
6d2917365bc4e000	tindakan
0fb3b9633e375040	mengaktifkan
40923248f3f89040	diaktifkan
99f7c01f5c488040	mengaktifkan
9aa476a16a949040	mengaktifkan
63a4b1d29b738000	aktivasi
971d561cbbdaf000	aktivator
41add97f8bf03000	aktivator
97b431c6508e0080	aktif
674dcd338280a0c0	secara aktif
663f61d5fe601000	anggota aktif
433e4545ef24d000	aktivisme
8aa02241238ab000	aktivis
a8a1509c93b60000	aktivis
e3fa84ffa3c5d000	kegiatan
921844e707a97000	aktivitas
06f6d12eaa1c8000	Acton
6d8088e68e683000	aktor
df1c77991331c000	aktor
4a8898def30ba000	aktris
ea5e9e1f7ee67000	aktris
a30ca4e899b0c000	tindakan
a30ca4e899b0c040	bertindak
a67f452378c51080	sebenarnya
230f8fdcb68dc000	kenyataan
0e0c6d4b415f00c0	sebenarnya
00a6983485a8d080	aktuaria
4d72901efc87d000	aktuaris
c52450dd0eb63000	aktuaris
0524d1d7b2044040	menggerakkan
e96f68c9eabc1040	menggerakkan
0daee537a33ae000	pengaktifan
16bb6289d815f000	aktuator
d67fb5881f149000	aktuator
b2f7d79c01ae0000	ketajaman
d8f1409e760b0000	ketajaman
68ebaf121b725000	akupresur
d9f4b2bbd97af000	akupunktur
7ff2163d2a821080	akut
205904e865a0b0c0	dengan tajam
c57d9634c7dc3080	asiklik
6946e5e3e2167000	asiklovir
82f4e537c0d4a000	asil
691d4463952c8000	Ada
32ad511bdaf57000	pepatah
16cb43562fc79000	adagio
16cb43562fc790c0	lambat
5e31435ff6d12080	teguh
9edbc379b4e18000	Adams
570af80a02d88040	beradaptasi
f22f48aa18448000	kemampuan beradaptasi
26482e1d68393080	dapat beradaptasi
20c8b98a32006000	adaptasi
3b6e04a1a2a99000	adaptasi
c5e2f87d4f534040	diadaptasi
dcf577bc7589c000	adaptor
3e4178a4eba97000	adaptor
320f37346da92040	menyesuaikan
4c81dadb36ac1080	adaptif
0221f78427c95000	adaptor
5fecb8d4fcf71000	adaptor
4f0d39671740b040	beradaptasi
ffb352e13fd28040	menambahkan
2bee98317da6a040	ditambahkan
06a720c4f98d6000	tambahan
bce0b01fd0bbe000	addendum
26637706436b9000	ular beludak
cad9cbe4c3220000	pecandu
45a56feee1bb8080	kecanduan
7cd90812589ba080	membuat ketagihan
dfa9a7413c4de000	kecanduan
80876ebc1da2e000	kecanduan
b428a8582380a080	membuat ketagihan
0ac028b61e35c000	pecandu
2323df6d6fef6000	Addie
995d68c7d5a6f040	menambahkan
7ded8061f1b89000	tambahan
c17da9ba74213080	tambahan
6bb6e92db32d70c0	selain itu
273b24104900d000	penambahan
543d3ab02bdec000	aditif
7f11459b0a92c000	aditif
fc666635f5471000	alamat
fc666635f5471040	mengatasi
8367ed1cbef0b080	dapat dialamatkan
f15d599fb1805040	ditujukan
f15d599fb1805080	ditujukan
2cd9e13bcbc5a000	penerima
c2546a4cb03de000	alamat
c2546a4cb03de040	mengatasi
048ec15dfb105040	menangani
ad9530c845c52040	menambahkan
547db67a07679000	Adele
9d82e0a506e51000	adenin
8c4383865159e000	adenokarsinoma
90887857e1e0e000	adenoma
ec9f18705df16000	adenosin
7b756c687eccd000	adenovirus
4969eeda6fb2f080	mahir
31a78b0d94e61000	kecukupan
d0aba09c766cc080	memadai
f409da41589f30c0	secara memadai
9dae799b676f3040	mematuhi
3aebe288d9987040	mematuhi
119c41455a298000	kepatuhan
b94c4d4177d66000	pengikut
e1ba5b1465e71000	pengikut
bc12725a53958040	mematuhi
f77e24ed7606f040	mematuhi
f1062c226c1f3000	adhesi
55e09a28ac89a000	perekat
55e09a28ac89a080	lengket
8aeda30bcb169000	perekat
c4b9d1e0ae784080	adiabatik
097344157926c000	Adidas
87a2b849c728f340	selamat tinggal
b5dc9b4a5682c340	selamat tinggal
73e608221c005080	lemak
73e608221c005000	jaringan lemak
e68fbc1d45f62000	Adirondack
bd1141416a9ce000	Adirondacks
87f5e6ac21192000	kata sifat
22676d080ffb0000	kedekatan
984bad50f1fef080	berdekatan
b3bf90c854c47000	kata sifat
4065bffb3a785000	kata sifat
8c34281d3f04a080	bersebelahan
31461680ea4c3000	adjoin
31461680ea4c3080	adjoin
0d787a5598f36040	menunda
8c56b0aec6af2040	ditunda
b0dc76d941ccc000	penundaan
7f041d93ccefe040	memutuskan
5f5af45500982040	memutuskan
a742465b8b29d000	ajudikasi
849a863d10790000	juri
fe606b28cba18000	tambahan
fe606b28cba18080	tambahan
4fd20f1eb97cf040	menyesuaikan
46d7364792e00080	dapat disesuaikan
e55a2d6a1cd8b040	disesuaikan
ac79cae88cfef000	penilai
7f3572fd65095000	adjuster
4ce41540b4428040	menyesuaikan
1080f0d2864ba000	penyesuaian
e7d9de1463037000	penyesuaian
a4bb14fbf9fe8040	menyesuaikan
821605e86a573000	ajudan
a1870569f2f24000	adjuvan
a1870569f2f24080	pembantu
fdd5aa01f206d000	administrator
19b19e5427af3000	admin
f6272c85d8f20040	mengelola
1dddfc3a4362d040	dikelola
33fe098febb57040	mengelola
9cee523b9503c040	mengelola
4fe2555fa9e77000	administrasi
cf167aa3d6f90000	administrasi
5cff184d03316080	administratif
cd2a9aadcda1f0c0	secara administratif
d4ad1e3088528000	administrator
5a657cb13e783000	administrator
2be896af5b971000	admin
0e303924777ed080	mengagumkan
c652680d570710c0	dengan mengagumkan
ccc9359771f96000	laksamana
87d6d8caaa103000	laksamana
1af9647ebe6ee000	angkatan laut
dedd29e3cfb05000	kekaguman
a51b4b8f48a31040	mengagumi
185b818da4382040	dikagumi
46edcbc091b0d000	pengagum
8d173e0c7c551000	pengagum
67f5ec4786cf7040	mengagumi
67f5ec4786cf7080	kagum
753f2d5cc2649000	keberterimaan
d2679326ef1ee080	dapat diterima
17f30d876b5cf000	penerimaan
0b7e7688f8fc1000	penerimaan
aad044a8f158a040	mengakui
1d725f77cd212040	mengakui
da7f4c6b674f2000	izin masuk
33668fb489ea5040	diakui
6b9d03d86417c0c0	memang
c1ff4737ce52c040	mengakui
ed91b7e8b4e28000	campuran
a78bf8ba9d630000	campuran
310f243f60d46040	menegur
ca356e6aaf73b000	teguran
41aecef01918a000	keributan
e07c3ad0510ab000	Adobe
84905b9290530000	remaja
220d6a786a94a000	remaja
220d6a786a94a080	remaja
5ea2d88056051000	remaja
a56db7ed61f0e000	Adonis
880865b207f6a040	mengadopsi
3074379ee66ff040	diadopsi
4cc263175c1bb000	anak angkat
18d044e9564f6000	pengadopsi
e5252cec5e375000	pengadopsi
9a89eabaec9d1040	mengadopsi
3a5dbe3b9158b000	adopsi
8b105f6ecb087000	adopsi
1efe396d00131080	angkat
ff3d55dc0be74040	mengadopsi
7d65f6b764182080	menggemaskan
9abfd76aa22f8000	pemujaan
2c4d83d104f24040	memuja
f6850e0fbe227040	dipuja
1c2b39cb24724040	menghiasi
90c620feac277040	dihiasi
445dbf5e347a7080	adrenal
d4166063ea637000	adrenalin
743fec7da49a0000	adrenalin
5c3931f74a295080	adrenergik
c0c9dab29abdc0c0	terombang ambing
c0c9dab29abdc080	hanyut
c316df1e709d5000	iklan
c6b74008c3334040	menyerap
e47ecbe02e0bf000	adsorpsi
3e1e0e8cd2b0d000	dewasa
3e1e0e8cd2b0d080	dewasa
396e9ff3f0096000	perzinahan
c8547db0fd05a000	kedewasaan
7a7d36749d2d8000	dewasa
c35317184a749000	iklan
359b5dcc482a5000	kemajuan
359b5dcc482a5040	maju
ad39cb040e71e080	lanjutan
b3712bec00036000	kemajuan
b4cab5b826041000	kemajuan
2bd12e961479e000	kemajuan
2bd12e961479e040	maju
c485399659a19040	memajukan
66ed94dd77baf000	keuntungan
2f485848c1dde080	menguntungkan
bed53408971ef000	keuntungan
33fdb8513e954000	adveksi
147e6daa77f61000	kedatangan
03262af3667ce000	Adventis
764bc6826aa41000	petualangan
499fbbb669479000	petualang
c113f34c9c8c7000	petualang
f1d2197551f9c000	petualangan
68f962afec05d080	suka berpetualang
a586dc20f30e8000	kata keterangan
d004b25751c96000	kata keterangan
2f8b7c8fd8b39080	bermusuhan
8d7f1edc972a3000	musuh
9b57d36a9bfa8000	lawan
9b2cc0d673d87080	merugikan
656050c331aa60c0	secara merugikan
d6d28a38bbc7b000	kesulitan
be950f35a28f9000	iklan
7b1de3075272b040	mengiklankan
1ec58a47ddd4a040	diiklankan
59ebe0aebc547000	iklan
7100ae16a7929000	iklan
94bd0d3c4ce76000	pengiklan
53e62aaebe0f9000	pengiklan
3ac53981ec18a040	mengiklankan
4a27243c20c23000	periklanan
6740615b99680000	iklan
5a2e5e58f119c000	nasihat
de48aa5fca58c000	nasihat
ad88da308136a080	disarankan
656115316b338040	menyarankan
3545f27037c03040	disarankan
fb3951d191abf000	pertimbangan
bc7551cd23e40000	penasihat
2ac7b8bc1491a000	penasihat
908abc416e122040	menyarankan
bc4e2e070e61e040	menasihati
b144c82fe771f000	penasihat
b6c2037b61b46000	nasihat
157fc3fe0c379000	penasihat
a9bbcb22f9d9b080	penasehat
a9bbcb22f9d9b000	peringatan
ab393f5a98928000	advokasi
3089bafa4bc9b000	advokat
3089bafa4bc9b040	mengadvokasi
887237ec73d96040	dianjurkan
cfb13d2d8bdba000	advokat
cfb13d2d8bdba040	mengadvokasi
d1208896e3471040	mengadvokasi
c71e2ea300413000	adware
70330105eb87a000	Aegea
d75322594fe8a000	perlindungan
a088fec45c9d4000	masa
075b1f45e7402000	aerasi
c135d92bd2adf080	udara
c135d92bd2adf000	antena
17278e2852020000	antena
bf80c2630cd3c000	aero
a54cae2514be9080	aerobik
827f74b5bf024000	aerobik
4a1fa5b630614000	lapangan terbang
6a63ff9f45038080	aerodinamis
fd8d67ac0bc1d000	aerodinamika
3f10146390695080	aeronautika
45945b48d2a5a000	aeronautika
44c81c5929ac3000	pesawat terbang
689c1ae7deb6b000	pesawat terbang
d9f1be09384d8000	aerosol
0732a4392342b000	aerosol
cf82a9ab3bdfa000	dirgantara
788c758491e5d080	estetika
788c758491e5d000	estetika
dd8c4a48d20740c0	secara estetis
63026a136709f000	estetika
57fa2aec3dbe3000	perpanjangan waktu
948bc093ea6130c0	jauh
8ac7012d95f35000	urusan
298e2096582b6000	urusan
53fa19fde3b51000	urusan
25d1cda2eba07040	mempengaruhi
27a12454cd6c1040	terpengaruh
27a12454cd6c1080	terpengaruh
d99bacaa60e6c040	memengaruhi
422e42ecb64ac000	kasih sayang
ed2aefdbf3398080	penyayang
2e87252973ff80c0	dengan penuh kasih sayang
7557b21575104000	kasih sayang
9783dda25bc3c080	afektif
fe0ad04b213e0040	memengaruhi
6dc4732a6b83f080	aferen
efc3f916d8845000	poster
f6730a91e1e75000	surat pernyataan
d2ec528d2b43c000	surat pernyataan
f0a400d6345ce000	afiliasi
f0a400d6345ce040	berafiliasi
7bb51b07b9c0b080	berafiliasi
462e9139adf17000	afiliasi
734228582af6e000	afiliasi
37e8d56b9e3e9000	afiliasi
92aad9a15ae0b080	afin
9c224763f1055000	afinitas
d4386b12499cb000	afinitas
59b664dc4e9d4040	menegaskan
0bd3b74ea540e000	afirmasi
fb5dd0189d1c2000	afirmasi
6bec709bbfa18080	afirmatif
af5854b95e6760c0	secara afirmatif
35acfca52d788040	ditegaskan
46f8ccc659f15040	menegaskan
b4b704a3be4a3040	menegaskan
454ba76239ab0040	menempelkan
454ba76239ab0000	imbuhan
683f0e0d88471040	ditempelkan
9e520050282e7080	menderita
28af33843f043000	penderitaan
ba886aa04186c000	penderitaan
d80fedb8e3e5d000	kemakmuran
019f25846d4bc080	kaya
572bb8e490978040	mampu
7c11e3ece9ba2000	keterjangkauan
51f81f59e1b94080	terjangkau
e79a1f192b1510c0	dengan harga terjangkau
7e1beb571583b040	diberikan
635371c74d8c7040	memberikan
cbb538d96ed36040	mampu
cf1069dec5058000	penghinaan
cf1069dec5058040	menghina
a54986f6dd545080	Afganistan
a54986f6dd545000	orang Afganistan
d87dc7b3588e6000	Afghani
d87dc7b3588e6080	Afghanistan
6cc7fcdb6ab87000	orang afganistan
62c4746a404b8000	penggemar
fcb6bf8a70f28000	penggemar
d0c0422c4b8480c0	jauh
4604dbfc3b85b080	mengapung
4604dbfc3b85b0c0	di atas air
e3d3a3d18bc6b0c0	sedang berlangsung
e3d3a3d18bc6b080	berjalan kaki
db76302c2dd5c080	tersebut di atas
deca65960d86c080	tersebut di atas
93d70ca829007000	Afrika
f29858ccdb521080	takut
c8a888a12d6f1080	Afrika
c8a888a12d6f1000	orang Afrika
45bc927215ff1000	Africana
5b0b03e5dd9c1000	orang Afrika
02eb4b27c8543000	Afrikaans
8799e92b2e1cb000	afro
787883e407f090c0	di belakang
8c49910fe30214c0	setelah
8c49910fe3021200	setelah
3a2ebffb00232000	perawatan lanjutan
51545d7df4ac0000	sinar senja
b6d04f00add42000	kehidupan setelah kematian
325f0f10deae6000	aftermarket
474c8ca529bc6000	akibat
2903824bcc57f000	sore
99fbe19068be0000	sore hari
ead34a451826d080	setelah sekolah
d72b3d510717a000	aftershave
a04f50cb61523000	losion setelah cukur
862c79d9bbf1f000	gempa susulan
3933660c4a169000	renungan kemudian
a950cb5d7e8660c0	setelah itu
6cbae9d79d205000	Aga
76c7ae571b93c0c0	lagi
52359cb0b6a524c0	melawan
3b1271392b495080	ternganga
3b1271392b495000	kasih agape
f9b369b33a9da000	agar-agar
54aa6e53477d2000	Agassi
3bdc45120651d000	batu akik
1fac3727d0466000	agave
079e54a37764f000	usia
2d29b99b8573d080	berusia
c3a7bc15181ec000	penuaan
17b694bd47a6b080	abadi
2d4ba36d34481000	agen
4b21c77891acb000	agen
4426a10de05cf000	agenda
46c31d070e584000	agenda
a0443d1d4ab37000	agen
6c3715da4acd9000	agen
b5d04a59da743000	usia
02f8025caa25b000	aggie
6033ca5190dde000	aglomerasi
ca3df0acede14040	memperburuk
a93f04f1c4de9080	diperparah
69f2afa29a04f080	menjengkelkan
69f2afa29a04f040	memperburuk
126dc44d1d95b000	kejengkelan
df34966ac62b3000	agregat
df34966ac62b3080	agregat
706bcd4602e25000	agregat
706bcd4602e25040	mengumpulkan
7e384ca72cbb7040	mengagregasi
d5ed57629bf7a000	agregasi
f0a6fb020349c000	agresi
7692167410834080	agresif
ffe28c8c277140c0	secara agresif
292497c2347b1000	keagresifan
582c710c68f99000	agresor
6f6bc39432281080	tersinggung
15576e8f46eb3080	gesit
266cf452cfb10000	kelincahan
b119b7c25219a080	menua
b119b7c25219a000	penuaan
5dcc33cb2159b000	Agios
1fdd56c01608c080	gelisah
1fdd56c01608c040	diaduk
adfe0efccc204000	kegelisahan
e66adf915a23a000	penghasut
4d7eb57d0c49a000	agnostik
4d7eb57d0c49a080	agnostik
578b44e9b1dc9000	agnostisisme
5e64a547207ba0c0	lalu
4bcdfc87f4c16000	agonis
0e1ee75615df9000	agonis
2df7e681053a3080	menyiksa
532cf37904144000	penderitaan
b015522bdb373000	agora
d9c64e88266f4000	Agra
96142014404b1080	agraria
69cd019f95634040	setuju
40ecfee2e4c0c080	menyenangkan
2838f1e6d8b84040	setuju
a164bf29b9389040	menyetujui
e50bd5f6aa88e000	perjanjian
99eac8e3056fc000	perjanjian
b833573a32c5b040	setuju
c60d862fcfca5000	agribisnis
a79f48ef848d5080	pertanian
2087f5bfbe5f0000	pertanian
8888afcfab999080	agronomis
4a320382e24aa000	agronomi
451bc9a2f9a70340	aha
27c93c7bbc0330c0	di depan
57ff4b549786f340	ehm
b8461e274bbb8340	ahoi
c985aed1f5304000	bantuan
c985aed1f5304040	membantu
527a5b868b295000	Aida
46648ebd00996000	pembantu
00fe297404171040	dibantu
5409575255514000	pembantu
40ce24317336d040	membantu
0af54964fb0a2000	AIDS
0af54964fb0a2040	membantu
41206d11c625c000	aikido
4603035e930a5040	menyakiti
d3f2fcf3960e3080	sakit
34f00b5b87f99000	penyakit
152423daa9958000	penyakit
b3bffc67a5797000	tujuan
b3bffc67a5797040	membidik
15e5d3cc87826040	ditujukan
b72248bc341e7040	mengarahkan
d65f13d928108000	tujuan
d65f13d928108040	bertujuan
b669cd120ae3c000	Ain
03fa8973b6427000	udara
b4ae1965bb52a000	kantung udara
af49a351a35fa000	kantung udara
5103797c7591a080	udara
3d0cd3f8dd960000	airbrush
c7db92988b106000	Airbus
90ff952af76f4000	pesawat
4a8307ea61b15000	awak pesawat
c0fc760a997b5040	disiarkan
1d885e80c4c86000	anjing Airedale
